web-scraper-order,web-scraper-start-url,link-selector,link-selector-href,product-base-price-selector,product-calorie-selector,product-fat-selector,product-carb-selector,product-price-kilo-selector,product-protein-selector
"1665144424-868","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Mentos Gum Pure fresh freshmint kauwgom","https://www.ah.nl/producten/product/wi137994/mentos-gum-pure-fresh-freshmint-kauwgom","4.19","762 kJ (183 kcal)","Vet0.2 g","Koolhydraten72 g","Prijs per KG € 41,90","Eiwitten0 g"
"1665144426-869","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Mentos Gum Pure fresh black mint kauwgom","https://www.ah.nl/producten/product/wi167626/mentos-gum-pure-fresh-black-mint-kauwgom","4.19","732 kJ (176 kcal)","Vet0 g","Koolhydraten71 g","Prijs per KG € 41,90","Eiwitten0 g"
"1665144429-870","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Sportlife Boost mints focus intensemint 2-pac","https://www.ah.nl/producten/product/wi514809/sportlife-boost-mints-focus-intensemint-2-pac","4.25","996 kJ (239 kcal)","Vet0.5 g","Koolhydraten94 g","Prijs per KG € 60,71","Eiwitten0 g"
"1665144431-871","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Smaakt Hazelnootmeel","https://www.ah.nl/producten/product/wi467434/smaakt-hazelnootmeel","4.25","2734 kJ (646 kcal)","Vet62 g","Koolhydraten18 g","Prijs per KG € 21,25","Eiwitten15 g"
"1665144434-872","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Sportlife Boost recovery sweetmint","https://www.ah.nl/producten/product/wi493012/sportlife-boost-recovery-sweetmint","4.29","834 kJ (200 kcal)","Vet0.8 g","Koolhydraten69 g","Prijs per KG € 43,33","Eiwitten0 g"
"1665144436-873","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","AH Muffinvorm","https://www.ah.nl/producten/product/wi514598/ah-muffinvorm","4.29","null","null","null","null","null"
"1665144439-874","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Klene Engelse drop","https://www.ah.nl/producten/product/wi480499/klene-engelse-drop","4.29","1588 kJ (375 kcal)","Vet4.5 g","Koolhydraten81 g","Prijs per KG € 6,36","Eiwitten2.5 g"
"1665144441-875","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Mentos Gum White sweet mint","https://www.ah.nl/producten/product/wi451850/mentos-gum-white-sweet-mint","4.29","711 kJ (170 kcal)","Vet0 g","Koolhydraten69 g","Prijs per KG € 38,13","Eiwitten0 g"
"1665144444-876","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Mentos Gum White cool mint gum sugarfree","https://www.ah.nl/producten/product/wi451855/mentos-gum-white-cool-mint-gum-sugarfree","4.29","711 kJ (171 kcal)","Vet0 g","Koolhydraten68 g","Prijs per KG € 38,13","Eiwitten0 g"
"1665144446-877","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Mentos Gum White green mint sugar free chewing gum","https://www.ah.nl/producten/product/wi451853/mentos-gum-white-green-mint-sugar-free-chewing-gum","4.29","723 kJ (173 kcal)","Vet0.6 g","Koolhydraten68 g","Prijs per KG € 38,13","Eiwitten0 g"
